set_id,drug_name,ndc_code,manufacturer,dosage_form,approval_type,warning_level,loinc_code,triggering_text
41bc1339-7137-4472-b47b-a7a36e24a9bb,Allergy Relief,79903-344,WALMART INC. (see also Equate),"CAPSULE, LIQUID FILLED",ANDA,silent,,
5f3b3624-f7a7-4cdf-8c23-d1bdea9b8038,Senna Plus,71335-1181,Bryant Ranch Prepack,TABLET,OTC Monograph Drug,silent,,
89db2c96-62f6-4e75-8f0d-321b44094c60,Cetirizine Hydrochloride (Allergy),57483-190,"INNOVUS PHARMACEUTICALS, INC.",TABLET,ANDA,silent,,
722eda62-9204-400a-8db4-e4aba9cd443b,Fexofenadine HCL,70677-1256,Strategic Sourcing Services,TABLET,ANDA,silent,,
d285651b-7ccc-4ae5-a862-7a38dffefa28,Dulcolax Simulant Laxative,41167-0101,"Chattem, Inc.","TABLET, FILM COATED",OTC Monograph Drug,silent,,
ea8d8e12-4781-4501-a887-e732295d33bf,ALLERGY RELIEF,37835-601,Bi-Mart,"TABLET, FILM COATED",ANDA,silent,,
07edcb31-d31d-4607-98c3-dcb1e062cc70,Aspirin,41163-945,"United Natural Foods, Inc. dba UNFI","TABLET, DELAYED RELEASE",OTC Monograph Drug,silent,,
503408ed-e799-48a0-8d38-3034f4a0ead5,Pain Relief Aspirin,11822-0600,Rite Aid Corporation,"TABLET, DELAYED RELEASE",OTC Monograph Drug,silent,,
54bdb6bc-622c-412a-8365-a1b1c968e13e,Rest Simply,63868-772,Chain Drug Marketing Association,"TABLET, COATED",OTC Monograph Drug,silent,,
6aaed3fe-ce35-4533-aea4-80096ce8e57a,Sinus Congestion and Pain,30142-727,Kroger Company,"TABLET, FILM COATED",OTC Monograph Drug,silent,,
c8a8986b-1ab4-9da0-71da-42595db08b44,Aspirin,63981-563,COSTCO WHOLESALE CORPORATION,"TABLET, DELAYED RELEASE",OTC Monograph Drug,silent,,
2553d0cb-3f5c-7ea0-e063-6294a90a3cd4,ASPIRIN,51662-1494,"HF Acquisition Co LLC, DBA HealthFirst","TABLET, FILM COATED",OTC Monograph Drug,silent,,
f690b638-8106-4050-a062-25b7724feea9,All Day Allergy,37808-216,H E B,"CAPSULE, LIQUID FILLED",ANDA,silent,,
b0121213-eae1-8429-9986-3b3b26f35e47,Fexofenadine Hydrochloride,43598-936,Dr. Reddy's Laboratories Inc.,TABLET,ANDA,silent,,
4d431663-4b6a-4b00-9bbd-87d2c6b8ddad,nasal decongestant,41250-809,Meijer Distribution Inc,"TABLET, FILM COATED, EXTENDED RELEASE",ANDA,silent,,
72f461bc-621e-4e2b-b437-53a580125f3c,naproxen sodium,41250-313,Meijer Distribution Inc,"TABLET, FILM COATED",ANDA,silent,,
34e06b05-64a5-4b3e-af38-cdcd7c1d521b,COLACE EXTRA STRENGTH,67618-201,Atlantis Consumer Healthcare Inc.,"CAPSULE, LIQUID FILLED",OTC Monograph Drug,silent,,
4805977f-a30b-4f86-9ef5-e66ad6b8bd53,Ibuprofen,37808-921,H E B,"TABLET, FILM COATED",ANDA,silent,,
66b19ed1-6cf9-4705-82cd-02f23c6379e7,ibuprofen,41250-647,Meijer Distribution Inc,"TABLET, FILM COATED",ANDA,silent,,
366b58db-1ac3-427b-b42a-5f56a14e298c,Back and Body,30142-654,Kroger Company,"TABLET, FILM COATED",OTC Monograph Drug,silent,,
864e3052-5787-bf11-9d17-11274ca2304f,Fexofenadine hydrochloride,55111-782,Dr. Reddy's Laboratories Limited,TABLET,ANDA,silent,,
8f4162e2-d1fa-4ad4-8977-532b4df80781,acetaminophen,68788-8070,Preferred Pharmaceuticals Inc.,TABLET,OTC Monograph Drug,silent,,
322beeab-cdff-3a31-e063-6294a90a0c52,RIGHT REMEDIES OVERNIGHT Laxative,70692-761,Strive Pharmaceuticals Inc.,TABLET,OTC Monograph Drug,silent,,
36708cac-c076-4514-bfa1-9db691874900,Good Sense Pain Relief,68788-8585,Preferred Pharmaceuticals Inc.,TABLET,OTC Monograph Drug,silent,,
cf2dd1fb-1d5b-428e-8c9a-a46dbd7cb645,Severe Cold,41163-053,"United Natural Foods, Inc. dba UNFI","TABLET, FILM COATED",OTC Monograph Drug,silent,,
70e1bd25-c32e-491f-b383-91d6f74957a0,NIGHTTIME COLD AND FLU RELIEF,58602-769,Aurohealth LLC,CAPSULE,OTC Monograph Drug,silent,,
773b0230-a3a3-44e0-a22b-d143796ca365,Ibuprofen,55301-745,AAFES/Your Military Exchanges,"CAPSULE, LIQUID FILLED",ANDA,silent,,
c387f7cb-7cc4-4989-9f9a-bb00a895fd0d,Naproxen Sodium,55301-748,AAFES/Your Military Exchanges,"CAPSULE, LIQUID FILLED",ANDA,silent,,
cad5da8c-65a6-44c4-a4c7-38f2c7fe43aa,Mucus Relief DM,0363-0533,Walgreen Company,"TABLET, FILM COATED",OTC Monograph Drug,silent,,
f3a0938e-dbdb-4988-aa1e-78564948d6a0,Senna,11822-0298,Rite Aid Corporation,"TABLET, FILM COATED",OTC Monograph Drug,silent,,
1fde6487-6682-99a3-e063-6294a90a3670,Acetaminophen,51316-342,"CVS Pharmacy, Inc.","TABLET, FILM COATED",OTC Monograph Drug,silent,,
2ea039d6-f522-4103-a1f9-5b80a3b12a27,Ibuprofen,69168-466,Allegiant Health,"TABLET, FILM COATED",ANDA,silent,,
32df7378-4dd1-4f7e-e063-6394a90ad948,All Day Pain Relief,79903-389,Walmart Inc.,TABLET,ANDA,silent,,
4cb0f9ab-1be1-4b41-a233-bbd0327036e2,Wal Som Nighttime Sleep Aid,0363-0860,Walgreens,CAPSULE,OTC Monograph Drug,silent,,
ff475a69-dbb2-40a9-b7f4-9c7b7e975d19,Wal Som Nighttime Sleep Aid,0363-0816,Walgreens,CAPSULE,OTC Monograph Drug,silent,,
04279d2b-2bb7-4d74-86a4-476b5c08aa05,laxative,56062-327,Publix Super Markets Inc,"TABLET, DELAYED RELEASE",OTC Monograph Drug,silent,,
06bc4445-5c80-4dd3-b1bb-d9244f45f570,Ibuprofen,57243-291,"Salado Sales, Inc.","TABLET, FILM COATED",ANDA,silent,,
14dd377f-1d30-4991-ad29-5ed1058d4622,Menstrual Complete,79481-0390,"Meijer Distribution, Inc.","TABLET, FILM COATED",OTC Monograph Drug,silent,,
38d73a1e-ac78-4f67-9291-bb48ab80306e,Sinus Congestion and Pain Relief,11822-0527,Rite Aid Corporation,"TABLET, FILM COATED",OTC Monograph Drug,silent,,
38df2308-f6f9-4476-ad34-4b5bc5f9fdf2,Allergy Relief,50844-229,"L.N.K. International, Inc.","TABLET, FILM COATED",OTC Monograph Drug,silent,,
4460b4c3-fd53-4067-8845-55b6bdc44609,Laxative,56062-976,Publix Super Markets Inc,"TABLET, DELAYED RELEASE",OTC Monograph Drug,silent,,
4a0c744f-4ad8-445e-bab1-7ffee35bf861,Ibuprofen,55301-292,ARMY AND AIR FORCE EXCHANGE SERVICE,"TABLET, FILM COATED",ANDA,silent,,
519eb216-9fa6-4d60-a2a4-3310bdb5b4ab,Back and Body,70000-0127,"Cardinal Health 110, LLC. DBA Leader","TABLET, FILM COATED",OTC Monograph Drug,silent,,
5700ef26-ffa6-480a-bf36-bd5111799e9b,Cold and Flu Relief,11822-0640,Rite Aid Corporation,"TABLET, FILM COATED",OTC Monograph Drug,silent,,
62f03f3c-8475-40bd-a5e4-ec9292b74785,Menstrual Complete,36800-391,"Topco Associates, LLC","TABLET, FILM COATED",OTC Monograph Drug,silent,,
760ee367-0625-48d7-98a7-84c69389ad3e,PMS Relief,59779-879,CVS Pharmacy,"TABLET, FILM COATED",OTC Monograph Drug,silent,,
7ddfb362-7b5b-4499-aba2-30717bc175e3,Pain Reliever PM,63941-956,Valu Merchandisers Company,"TABLET, COATED",OTC Monograph Drug,silent,,
b8f6e486-5332-4c46-ab6c-7de04c91c60b,Aspirin,50804-157,"Geiss, Destin & Dunn Inc.","TABLET, FILM COATED",OTC Monograph Drug,silent,,
be3c8255-7eeb-40f1-aba4-7ebaeb7c1eca,Laxative,30142-827,Kroger Company,"TABLET, DELAYED RELEASE",OTC Monograph Drug,silent,,
cb897d65-7e98-4d02-be64-0704416a0f29,Ibuprofen,49035-912,Wal-Mart Stores Inc,"TABLET, FILM COATED",ANDA,silent,,
cf228a60-4181-420f-8cb0-3db3d14a0f46,Menstrual Complete,37808-389,H E B,"TABLET, FILM COATED",OTC Monograph Drug,silent,,
d4c0c81b-9176-47d0-a5e4-a584406078d9,Back and Body,55910-134,"DOLGENCORP, LLC","TABLET, FILM COATED",OTC Monograph Drug,silent,,
d7f1893f-f1a7-4186-81d6-fc6c6ba3763b,Gentle Laxative,46122-529,Amerisource Bergen,"TABLET, DELAYED RELEASE",OTC Monograph Drug,silent,,
dac2a0b9-f851-467b-a39f-3560d42c96e2,Sleep Aid,49035-672,Wal-Mart Stores Inc,"TABLET, FILM COATED",OTC Monograph Drug,silent,,
db264d2f-bf81-4da2-8595-2bfa1e4ba2f1,Allergy Relief,50844-329,"L.N.K. International, Inc.","TABLET, FILM COATED",OTC Monograph Drug,silent,,
e68d96c8-21c5-406c-b22c-3e384027c79f,Nighttime Sleep Aid,70677-1128,Strategic Sourcing Services LLC,"TABLET, FILM COATED",OTC Monograph Drug,silent,,
e9dd2d7b-0a19-4a42-b51e-b9914f02406e,Sinus Congestion and Pain,37808-466,H E B,"TABLET, FILM COATED",OTC Monograph Drug,silent,,
ec3618dd-8713-4f3c-b639-fc240021c7be,Sleep Aid,0363-0367,Walgreen Company,"TABLET, FILM COATED",OTC Monograph Drug,silent,,
fbedb50d-b96f-4ce4-a1dc-d2b357cf6de1,Sleep Aid,11822-3670,Rite Aid Corporation,"TABLET, FILM COATED",OTC Monograph Drug,silent,,
ff39084f-ab2f-48ed-ac62-837f7fff2b65,Cough and Cold HBP,55301-689,ARMY AND AIR FORCE EXCHANGE SERVICE,"TABLET, FILM COATED",OTC Monograph Drug,silent,,
32562aa1-f44b-649e-e063-6394a90a47c8,Acetaminophen and Ibuprofen Back Pain,70010-213,Granules Pharmaceuticals Inc.,TABLET,ANDA,silent,,
67679801-a8fe-4038-be71-96e1312badab,Fexofenadine HCL,68788-7449,"Preferred Pharmaceuticals, Inc.",TABLET,ANDA,silent,,
904a2b21-d911-40c3-9e4b-59543ea5be4f,Aspirin,69842-927,CVS PHARMACY,"TABLET, DELAYED RELEASE",OTC Monograph Drug,silent,,
219606a8-9a3e-4c30-adb1-984f3f4e72c7,Allergy Relief,69168-437,Allegiant Health,"TABLET, FILM COATED",ANDA,silent,,
34918a5a-c4c9-bc79-e063-6294a90acb85,fexofenadine hcl,71610-905,"Aphena Pharma Solutions - Tennessee, LLC","TABLET, FILM COATED",ANDA,silent,,
5ebd04d8-52c7-4c72-a4c1-fc7fd488ea24,Aspirin,21130-957,"Better Living Brands, LLC","TABLET, FILM COATED",OTC Monograph Drug,silent,,
737492bf-96bd-4f7c-aa42-4910746f44bb,Cetirizine hydrochloride,80513-731,Advanced Rx LLC,"TABLET, COATED",ANDA,silent,,
9746911a-36bc-45eb-adfd-e96439d7a865,Sleep Aid,69168-431,Allegiant Health,"CAPSULE, LIQUID FILLED",OTC Monograph Drug,silent,,
af407852-5476-421d-a80a-d726c24b6391,arthritis pain relief,56062-544,Publix Super Markets Inc,"TABLET, FILM COATED, EXTENDED RELEASE",ANDA,silent,,
afcd7c51-9333-4d6f-ad18-ed95baecc7ce,lansoprazole,0363-1212,Walgreen Company,"CAPSULE, DELAYED RELEASE",ANDA,silent,,
b919f0fe-fae0-4bd8-9ccd-d7569b2a7070,Cold Relief,41163-907,"United Natural Foods, Inc. dba UNFI","TABLET, FILM COATED",OTC Monograph Drug,silent,,
bbc704e5-79f6-4c72-846b-cc30c5c43cb4,Acetaminophen PM,63868-210,CHAIN DRUG MARKETING ASSOCIATION INC,"TABLET, COATED",OTC Monograph Drug,silent,,
dbbc535f-515a-4d9b-b799-34e60f5230bb,Sleep Aid,69168-263,Allegiant Health,TABLET,OTC Monograph Drug,silent,,
04dc36e8-4d51-aabe-e063-6294a90a0d53,Acetaminophen and Ibuprofen,46122-742,AMERISOURCE BERGEN,"TABLET, FILM COATED",ANDA,silent,,
32f86bfb-67a6-49b5-a90a-5197f0d1baba,Ibuprofen,83324-102,"CHAIN DRUG MARKETING ASSOCIATION, INC.","TABLET, COATED",ANDA,silent,,
350764de-7801-b24e-e063-6394a90ab3c3,"Maximum Strength Mucinex Sinus-Max Pressure, Pain and Cough",72854-208,RB Health (US) LLC,"TABLET, FILM COATED",OTC Monograph Drug,silent,,
38abe710-3d8a-41b0-b057-38c5dfd53322,Topcare 8 Hour Pain Relief,36800-369,Topco Associates LLC,"TABLET, FILM COATED, EXTENDED RELEASE",ANDA,silent,,
9998b851-825b-a97d-e053-2a95a90affc6,Ibuprofen,53943-111,DISCOUNT DRUG MART,"TABLET, COATED",ANDA,silent,,
999902da-4850-68ab-e053-2a95a90a82ea,Ibuprofen,53943-112,DISCOUNT DRUG MART,"TABLET, COATED",ANDA,silent,,
a60a6301-60b7-4f31-9ebe-872ccd8e9e76,Ibuprofen,83324-100,"CHAIN DRUG MARKETING ASSOCIATION, INC.","TABLET, COATED",ANDA,silent,,
c194124b-a5f6-423e-bc9a-7b611df990a8,Naproxen Sodium,69842-748,CVS Pharmacy,"CAPSULE, LIQUID FILLED",ANDA,silent,,
c1dce2e4-ad7a-4462-a775-9a5bcb2375ed,NAPROXEN,53943-144,DISCOUNT DRUG MART,"TABLET, COATED",ANDA,silent,,
e88731b1-a6a9-407a-b7f8-b58d88aa9264,basic care acetaminophen,72288-544,Amazon.com Services LLC,"TABLET, FILM COATED, EXTENDED RELEASE",ANDA,silent,,
093e0458-9975-456f-8950-8273c8890b3c,Low Dose Aspirin,49035-563,Wal-Mart Stores Inc,"TABLET, DELAYED RELEASE",OTC Monograph Drug,silent,,
133d6f38-9de7-4104-8175-3933b263afe0,Nighttime Sleep Aid,70000-0616,Cardinal Health (Leader) 70000,CAPSULE,OTC Monograph Drug,silent,,
18b79fc5-57c8-46f1-81f3-2f9e189cdbcb,Ibuprofen minis,59726-843,"P & L Development, LLC","CAPSULE, LIQUID FILLED",ANDA,silent,,
353136b4-884d-baa2-e063-6394a90a89e9,Acetaminophen and Ibuprofen,46122-818,AMERISOURCE BERGEN,"TABLET, FILM COATED",ANDA,silent,,
35322238-d498-1a52-e063-6394a90ac9c4,Mucinex Nightshift Sinus,72854-209,RB Health (US) LLC,"TABLET, COATED",OTC Monograph Drug,silent,,
35478de8-50d0-5d0a-e063-6294a90a88ba,ACETAMINOPHEN,51662-1666,"HF Acquisition Co LLC, DBA HealthFirst",TABLET,OTC Monograph Drug,silent,,
5028c116-d0e3-4e30-8fa8-caaf08d99ec7,arthritis pain reliever,0363-0544,Walgreen Company,"TABLET, FILM COATED, EXTENDED RELEASE",ANDA,silent,,
64a1ebe7-af28-4b09-96e8-28fa4dcc52bd,Acetaminophen,69842-931,CVS PHARMACY,"TABLET, FILM COATED",OTC Monograph Drug,silent,,
7dabf6bd-8a96-4e7f-bc19-5a47cec36419,All Day Allergy Relief,59726-064,"P & L Development, LLC",CAPSULE,ANDA,silent,,
8ebd9949-ef53-4d66-a20c-3e0047b3e1ef,Sleep Aid,55319-367,Family Dollar Services Inc,"TABLET, FILM COATED",OTC Monograph Drug,silent,,
a0c67043-1e78-4eac-86e6-497b4364651a,NAPROXEN,53943-145,DISCOUNT DRUG MART,"TABLET, COATED",ANDA,silent,,
e6b42dec-3545-483f-97db-9375b3732fba,careone acid reducer,72476-020,"Retail Business Services, LLC","CAPSULE, DELAYED RELEASE",ANDA,silent,,
1ea15426-4f3d-4a97-a590-6bd73bc6cbcd,Nuvicare DayTime Cold and Flu Softgel,84324-018,NUVICARE LLC,"CAPSULE, LIQUID FILLED",OTC Monograph Drug,silent,,
2d916b1b-334f-15c7-e063-6294a90ae8b4,Acetaminophen and Ibuprofen,79481-6501,Meijer Distribution Inc,"TABLET, FILM COATED",ANDA,silent,,
357e6165-6ffe-b05f-e063-6394a90a4ef6,Nighttime sleep aid,42829-925,"ASCENT CONSUMER PRODUCTS, INC","CAPSULE, LIQUID FILLED",OTC Monograph Drug,silent,,
357e8259-0201-c589-e063-6394a90abf8f,Nighttime sleep aid,42829-950,"ASCENT CONSUMER PRODUCTS, INC","CAPSULE, LIQUID FILLED",OTC Monograph Drug,silent,,
04245a78-228e-439f-8ffb-9d9bc56c7bb7,Naproxen Sodium,83324-108,"CHAIN DRUG MARKETING ASSOCIATION, INC.","TABLET, COATED",ANDA,silent,,
0afb6181-d0b1-4845-8230-faabf1b997dc,pain relief PM,72036-095,HARRIS TEETER,"TABLET, COATED",OTC Monograph Drug,silent,,
0b482364-a00a-4b95-975a-f403a3ae4d2e,good sense levocetirizine,0113-0241,L. Perrigo Company,"TABLET, FILM COATED",ANDA,silent,,
2364f152-657e-4849-96b1-b51b3c77bf86,Rest Simply,72036-091,Harris Teeter,"TABLET, COATED",OTC Monograph Drug,silent,,
37a88914-6234-4191-86f5-103c396c52af,Nuvicare NightTime Cold and Flu Softgel,84324-019,NUVICARE LLC,"CAPSULE, LIQUID FILLED",OTC Monograph Drug,silent,,
af7e6478-177f-473d-9d14-1e78610b1a6e,equate dual back pain reliever,79903-326,WALMART INC.,"TABLET, FILM COATED",ANDA,silent,,
0ecd8576-5bc4-45ca-86d8-e6b73ef5aace,DOCUSATE SODIUM,68210-0402,"SPIRIT PHARMACEUTICALS,LLC","CAPSULE, LIQUID FILLED",OTC monograph final,silent,,
139536a1-b021-4ef3-902f-b618da5aaa44,Cetirizine Hydrochloride,67668-161,Unique Pharmaceutical Laboratories,TABLET,ANDA,silent,,
6a37e1da-7949-4704-adb4-e9d018ac5301,Cetirizine Hydrochloride,67668-162,Unique Pharmaceutical Laboratories,TABLET,ANDA,silent,,
0f140474-06ef-4cff-a290-3c1dae1ac65f,DIPHENHYDRAMINE HYDROCHLORIDE,65437-036,HIMPRIT PHARMACHEM PVT LTD,"TABLET, FILM COATED",OTC MONOGRAPH FINAL,silent,,
84ee7230-0bf6-4107-b5fa-d6fa265139d0,DOCUSATE SODIUM,68210-0401,"SPIRIT PHARMACEUTICALS,LLC","CAPSULE, LIQUID FILLED",OTC monograph not final,silent,,
d46fff27-1a0f-42b8-b247-d2d9d4d17ac7,DIPHENHYDRAMINE HYDROCHLORIDE,65437-037,HIMPRIT PHARMACHEM PVT LTD,"TABLET, FILM COATED",OTC MONOGRAPH FINAL,silent,,
d9699c22-0a25-4315-b047-4d64e8b6ddea,ASPIRIN,65437-038,HIMPRIT PHARMACHEM PVT LTD,"TABLET, FILM COATED",OTC MONOGRAPH FINAL,silent,,
396d74c3-ab7e-4f6d-9e78-dd12e687ab8d,SENNA LEAF and DOCUSATE SODIUM,65437-035,HIMPRIT PHARMACHEM PVT LTD,"TABLET, FILM COATED",OTC MONOGRAPH NOT FINAL,silent,,
eed05b38-4133-44c4-9b3e-81a04555a218,Y LAX DR,68210-0001,"SPIRIT PHARMACEUTICALS,LLC","TABLET, SUGAR COATED",OTC monograph not final,silent,,
f8c02e1f-4b88-47fc-a720-91deb6a89f52,P LAX DR,68210-0002,"SPIRIT PHARMACEUTICALS,LLC","TABLET, SUGAR COATED",OTC monograph not final,silent,,
6a2c1efb-d91b-48d2-b623-aa941e2c6f0e,ACETAMINOPHEN AND DIPHENHYDRAMINE HYDROCHLORIDE,65437-041,HIMPRIT PHARMACHEM PVT LTD,"TABLET, FILM COATED",OTC MONOGRAPH NOT FINAL,silent,,
64a4d802-0c72-46ce-9c1d-d01947523669,Docusate Sodium,16103-384,"Pharbest Pharmaceuticals, Inc.",CAPSULE,OTC monograph not final,silent,,
91f26af5-1d53-4e1a-8bbd-3af6c7571388,ACETAMINOPHEN,65437-040,HIMPRIT PHARMACHEM PVT LTD,"TABLET, FILM COATED",OTC MONOGRAPH FINAL,silent,,
c8b28b1a-d7de-42d0-96bf-a1e04253892f,Cetirizine HCl and Pseudoephedrine HCl,54868-5884,"Physicians Total Care, Inc.","TABLET, FILM COATED, EXTENDED RELEASE",ANDA,silent,,
01ba06dd-fe81-465b-ad53-cdccde45f8e2,DIPHENHYDRAMINE HYDROCHLORIDE,68210-1510,"SPIRIT PHARMACEUTICALS,LLC","CAPSULE, LIQUID FILLED",OTC MONOGRAPH FINAL,silent,,
381867b1-d857-4265-8d99-33b400934967,D - TIME,68210-1490,"SPIRIT PHARMACEUTICALS,LLC","CAPSULE, LIQUID FILLED",OTC MONOGRAPH FINAL,silent,,
390a0c89-a640-4a0b-aaf3-955b502fb33a,N - TIME,68210-1500,"SPIRIT PHARMACEUTICALS,LLC","CAPSULE, LIQUID FILLED",OTC MONOGRAPH FINAL,silent,,
3e52987b-47d5-4023-8d96-af7cf7fc25b9,DEXTROMETHORPHAN HYDROBROMIDE,68210-1530,"SPIRIT PHARMACEUTICALS,LLC","CAPSULE, LIQUID FILLED",OTC MONOGRAPH FINAL,silent,,
87a8176e-9d32-4a8e-84ab-c81b2f74d46f,D TIME SINUS,68210-1470,"SPIRIT PHARMACEUTICALS,LLC","CAPSULE, LIQUID FILLED",OTC MONOGRAPH FINAL,silent,,
e3be9ee0-b9bb-4a09-a40a-dbe2f08325ad,N - TIME SINUS,68210-1480,"SPIRIT PHARMACEUTICALS,LLC","CAPSULE, LIQUID FILLED",OTC MONOGRAPH FINAL,silent,,
727b02f3-bcd1-4568-9a0d-7723b6264800,Senna-S,67046-670,Contract Pharmacy Services-PA,"TABLET, FILM COATED",OTC monograph not final,silent,,
d00bbec7-d507-b571-4e16-5c72f726ab87,Ibuprofen,55910-392,"DOLGENCORP, LLC","TABLET, FILM COATED",ANDA,silent,,
17aebf77-55d8-4a02-8391-28bbd9c3b373,"ACETAMINOPHEN, DEXTROMETHORPHAN HYDROBROMIDE, and PHENYLEPHRINE HYDROCHLORIDE",68210-0101,"SPIRIT PHARMACEUTICALS, LLC","CAPSULE, LIQUID FILLED",OTC MONOGRAPH FINAL,silent,,
2df2ffbb-1ec6-4e00-9628-53b118a6831e,"ACETAMINOPHEN, DEXTROMETHORPHAN HYDROBROMIDE, and DOXYLAMINE SUCCINATE",68210-0102,"SPIRIT PHARMACEUTICALS, LLC","CAPSULE, LIQUID FILLED",OTC MONOGRAPH FINAL,silent,,
334ff224-40a6-180f-6af8-e13c105491ca,Head Congestion Cold Relief,59779-473,"WOONSOCKET PRESCRIPTION CENTER, INCORPORATED","TABLET, FILM COATED",OTC monograph not final,silent,,
5a251962-305d-101b-e7fa-cb6b50c20a4f,Severe Cold Relief PE,59779-526,"WOONSOCKET PRESCRIPTION CENTER, INCORPORATED","TABLET, FILM COATED",OTC monograph not final,silent,,
ebe9d74d-d382-1cdc-a5ea-94070cb5e6ac,Head Congestion Cold Relief,59779-470,"WOONSOCKET PRESCRIPTION CENTER, INCORPORATED","TABLET, FILM COATED",OTC monograph not final,silent,,
80b7129b-71fa-e49b-d3a0-c0b4277d8a37,Multi-Symptom Daytime Cold,63981-560,COSTCO WHOLESALE CORPORATION,"CAPSULE, LIQUID FILLED",OTC monograph not final,silent,,
44fe7e2b-13d4-4f7b-a39b-b61afcbace3b,Acetaminophen PM,42912-0154,"TDS Pharm Co., Ltd.",TABLET,OTC monograph not final,silent,,
f94ed467-b986-4ee2-b0df-f5f6d7e87a15,YINCHIAO,58975-022,TIANJIN ZHONGXIN PHARMACEUTICAL GROUP CORP LTD LONGSHUNRONG PHARMACEUTICAL FACTORY,"TABLET, FILM COATED",OTC monograph final,silent,,
7e23b026-fee4-436a-b378-33d31d6d8b40,Docusate Sodium,21695-590,Rebel Distributors Corp,CAPSULE,OTC monograph not final,silent,,
c40df8f6-8374-4f9b-bfce-94d582470d48,Phenylephrine,21695-524,Rebel Distributors Corp,TABLET,OTC monograph final,silent,,
456815fd-1e98-43fa-8f20-47cc3b8a15bd,Naproxen Pain Relief,21695-088,Rebel Distributors Corp,TABLET,ANDA,silent,,
d4d0a7fd-f4b3-4d2b-89f0-1fc3184dd231,ACETAMINOPHEN,52204-115,"Cispharma, Inc",TABLET,OTC monograph not final,silent,,
c7eece80-2d36-4aec-89d7-4924ab2aeb92,SudoGest,21695-898,Rebel Distributors Corp,"TABLET, FILM COATED",OTC monograph final,silent,,
5c6f50e7-d309-4e47-9ee4-22503b00be3e,CounterAct,54473-134,"Melaleuca, Inc.","TABLET, FILM COATED",OTC monograph not final,silent,,
4e73c368-e4eb-471e-aca4-fe551bde52bf,Day Time Gelcap,67510-0523,"Kareway Product, Inc.","CAPSULE, LIQUID FILLED",OTC monograph final,silent,,
7b4858fc-fea6-4e4c-886e-a2febe1ed2c3,Ibuprofen (NSAID),21695-065,Rebel Distributors Corp,TABLET,ANDA,silent,,
a182d099-1b11-4d88-a246-f2e2ae75f340,Help I cant Sleep,49260-613,"Help Remedies, Inc.",TABLET,OTC monograph final,silent,,
9ab3a26c-a030-43ff-a68d-f40f1e0c2ab1,Allegra D 12 Hour Allergy and Congestion,21695-931,Rebel Distributors Corp,"TABLET, FILM COATED, EXTENDED RELEASE",NDA,silent,,
d497e5a6-625a-49cb-bccb-a5e7da89b451,Bisacodyl,11534-013,Sunrise Pharmaceutical Inc,"TABLET, DELAYED RELEASE",OTC monograph not final,silent,,
dda452db-25a0-4409-96dd-a13ee73eba0b,Fexofenadine hydrochloride,54868-6289,"Physicians Total Care, Inc.",TABLET,ANDA,silent,,
b34f64ed-7c56-4c6f-97de-2d6e1bf78406,SudoGest,66336-096,"Dispensing Solutions, Inc.",TABLET,OTC monograph final,silent,,
e5e84aa0-a99d-47ae-983b-fc03f0f2c754,Aprodine,21695-929,Rebel Distributors Corp,"TABLET, FILM COATED",OTC monograph final,silent,,
2ab9c6ff-3d09-4168-b669-f393b6ce50c7,Rapid Comfort Non Aspirin,60683-121,"Lab Safety Supply, Inc.","TABLET, FILM COATED",OTC monograph not final,silent,,
680e57f9-478b-433e-86a8-1fd9f572426a,Rapid Comfort Non Aspirin,60683-111,"Lab Safety Supply, Inc.","TABLET, FILM COATED",OTC monograph not final,silent,,
6ceb26ec-7ae4-45d5-96d1-82439273613b,Prilosec OTC,54868-5309,"Physicians Total Care, Inc.","TABLET, DELAYED RELEASE",NDA,silent,,
6d7c6dda-5268-4169-901d-cd3d750ecce1,Rapid Comfort Extra Strength Non Aspirin,60683-129,"Lab Safety Supply, Inc.","TABLET, FILM COATED",OTC monograph not final,silent,,
97d29f53-7dd7-4c3d-a718-7faafc5ecc67,Rapid Comfort Extra Strength Non Aspirin,60683-124,"Lab Safety Supply, Inc.","TABLET, FILM COATED",OTC monograph not final,silent,,
2b87a038-fc76-4af5-94b6-39ee730f011b,equaline pain relief pm,41163-837,Supervalu Inc,"TABLET, COATED",OTC monograph final,silent,,
fc4d100b-eaa9-4e46-a27a-74094aa11d0f,Cold Medicine,63654-600,"Selder, S.A. de C.V.",TABLET,OTC monograph final,silent,,
c6b28c7d-a649-43d5-bd93-a7364c509d11,XL-DOL,63654-500,"Selder, S.A. de C.V.",TABLET,OTC monograph not final,silent,,
d9480871-7671-450c-b7da-79ece4649c6c,Docusate Sodium,66424-030,"SDA Laboratories, Inc.","CAPSULE, LIQUID FILLED",OTC monograph not final,silent,,
8e73a99c-8fdd-4399-8a7a-d60421209e57,Loratadine and Pseudoephedrine,54868-5656,"Physicians Total Care, Inc.","TABLET, EXTENDED RELEASE",ANDA,silent,,
a6ffb144-0679-4702-8d97-7a78e176911e,Colace,54868-2337,"Physicians Total Care, Inc.",CAPSULE,OTC monograph not final,silent,,
5b17afd8-de62-4684-b556-d2846eb214b8,Senna Plus,21695-722,Rebel Distributors Corp,TABLET,OTC monograph not final,silent,,
